employee_id,department_id,role_id,region_id,date_id,monthly_income,salary_band,years_at_company,years_in_current_role,years_since_last_promotion,overtime_flag,training_times_last_year,job_satisfaction,environment_satisfaction,work_life_balance,performance_rating,attrition_flag,annualized_income,estimated_replacement_cost
815,2,6,us_national,202401,17639,High,4,3,0,0,3,3,3,3,3,0,211668,169334.4
816,2,3,us_national,202401,2319,Low,1,0,0,1,1,1,2,3,3,1,27828,22262.4
817,2,6,us_national,202401,11691,High,13,9,3,0,3,3,3,4,3,0,140292,112233.6
819,3,8,us_national,202401,5324,Mid,3,2,0,0,3,1,1,3,3,1,63888,76665.6
820,2,4,us_national,202401,16752,High,26,14,3,1,3,4,3,2,3,0,201024,160819.2
823,2,5,us_national,202401,5228,Mid,9,7,0,0,2,2,3,3,3,0,62736,50188.8
824,2,7,us_national,202401,2700,Low,10,7,0,0,3,3,3,3,4,0,32400,38880.0
825,2,6,us_national,202401,19246,High,31,15,13,1,2,2,4,3,3,1,230952,184761.6
826,2,7,us_national,202401,2506,Low,2,2,2,0,0,3,4,3,3,0,30072,36086.4
827,2,5,us_national,202401,6062,Mid,4,3,0,1,4,4,4,3,3,0,72744,58195.2
828,2,7,us_national,202401,4382,Low,2,2,2,0,3,3,3,2,3,1,52584,63100.8
829,1,2,us_national,202401,2143,Low,5,2,0,0,2,2,3,3,3,0,25716,20572.8
830,2,5,us_national,202401,6162,Mid,14,13,6,0,3,3,3,3,3,0,73944,59155.2
832,2,3,us_national,202401,5094,Mid,1,0,0,0,6,3,1,3,3,0,61128,48902.4
833,2,5,us_national,202401,6877,High,0,0,0,1,4,4,3,2,4,0,82524,66019.2
834,2,7,us_national,202401,2274,Low,1,0,0,0,3,3,2,3,3,0,27288,32745.6
836,2,5,us_national,202401,4434,Low,9,8,7,0,3,2,2,2,3,0,53208,42566.4
837,2,1,us_national,202401,6288,Mid,4,3,1,0,3,1,1,2,3,0,75456,60364.8
838,2,7,us_national,202401,2553,Low,5,2,1,0,3,4,3,3,3,0,30636,36763.2
840,3,8,us_national,202401,7654,High,9,8,7,0,3,4,3,4,3,1,91848,110217.6
842,3,8,us_national,202401,5160,Mid,9,7,7,0,3,4,3,2,3,1,61920,74304.0
843,2,6,us_national,202401,17159,High,4,1,1,0,3,1,2,3,4,0,205908,164726.4
844,2,6,us_national,202401,12808,High,9,8,0,1,3,4,3,3,3,0,153696,122956.8
845,2,5,us_national,202401,10221,High,8,5,1,0,3,3,3,4,4,0,122652,98121.6
846,3,8,us_national,202401,4779,Mid,8,7,7,1,2,2,2,3,4,0,57348,68817.6
847,1,2,us_national,202401,3737,Low,3,2,0,0,1,4,3,1,3,0,44844,35875.2
848,2,7,us_national,202401,2366,Low,8,7,1,1,2,3,3,3,3,1,28392,34070.4
850,2,7,us_national,202401,1706,Low,0,0,0,0,6,4,4,2,3,0,20472,24566.4
851,3,4,us_national,202401,16307,High,20,6,4,0,2,3,1,2,3,0,195684,156547.2
852,2,1,us_national,202401,5933,Mid,5,2,2,0,2,2,4,2,3,0,71196,56956.8
854,2,7,us_national,202401,3424,Low,4,3,0,0,3,1,1,2,3,0,41088,49305.6
855,3,8,us_national,202401,4037,Low,9,8,0,0,5,1,1,3,4,0,48444,58132.8
856,2,7,us_national,202401,2559,Low,6,5,1,0,3,1,3,2,3,0,30708,36849.6
857,3,8,us_national,202401,6201,Mid,18,14,4,1,1,4,2,2,3,0,74412,89294.4
859,3,8,us_national,202401,4403,Low,5,2,0,0,3,4,2,2,3,0,52836,63403.2
861,2,7,us_national,202401,3761,Low,5,4,0,0,3,4,2,2,3,0,45132,54158.4
862,3,8,us_national,202401,10934,High,5,2,0,1,3,4,1,3,3,0,131208,157449.6
864,3,8,us_national,202401,10761,High,5,4,0,1,2,1,4,3,3,0,129132,154958.4
865,2,7,us_national,202401,5175,Mid,5,3,1,0,3,3,3,2,3,0,62100,74520.0
867,2,5,us_national,202401,13826,High,9,8,0,0,3,4,3,3,4,0,165912,132729.6
868,3,8,us_national,202401,6334,Mid,1,0,0,0,2,3,4,3,3,0,76008,91209.6
869,1,2,us_national,202401,4936,Mid,5,1,0,0,6,4,2,3,3,0,59232,47385.6
872,2,5,us_national,202401,4775,Mid,2,2,2,0,2,4,4,1,4,0,57300,45840.0
874,2,3,us_national,202401,2818,Low,3,2,0,1,2,4,1,2,4,0,33816,27052.8
875,2,7,us_national,202401,2515,Low,2,1,2,1,2,4,2,3,3,0,30180,36216.0
878,1,2,us_national,202401,2342,Low,5,4,0,0,3,1,1,3,4,0,28104,22483.2
879,3,8,us_national,202401,4194,Low,5,3,0,1,3,1,3,3,3,0,50328,60393.6
880,2,5,us_national,202401,10685,High,17,14,5,1,2,3,4,3,4,0,128220,102576.0
881,2,7,us_national,202401,2022,Low,10,2,7,1,3,2,4,2,3,1,24264,29116.8
882,2,3,us_national,202401,2314,Low,3,0,0,0,2,4,4,3,3,0,27768,22214.4
885,3,8,us_national,202401,4256,Low,5,2,0,0,1,1,3,4,3,0,51072,61286.4
887,2,7,us_national,202401,3580,Low,4,2,0,0,2,1,3,3,3,0,42960,51552.0
888,2,3,us_national,202401,3162,Low,5,2,3,0,2,4,1,2,3,0,37944,30355.2
889,3,8,us_national,202401,6524,High,10,8,5,0,3,2,2,3,3,0,78288,93945.6
893,3,9,us_national,202401,2899,Low,2,2,1,0,3,2,2,3,3,0,34788,27830.4
894,2,3,us_national,202401,5231,Mid,5,3,1,1,1,4,3,2,3,0,62772,50217.6
895,2,7,us_national,202401,2356,Low,6,4,0,1,2,4,4,3,3,0,28272,33926.4
896,3,9,us_national,202401,2800,Low,3,2,0,1,3,3,2,3,3,1,33600,26880.0
897,3,8,us_national,202401,11836,High,2,0,2,0,3,4,1,3,3,0,142032,170438.4
899,2,5,us_national,202401,10903,High,13,10,4,0,2,2,4,3,3,0,130836,104668.8
900,3,9,us_national,202401,2973,Low,5,4,0,0,3,4,3,3,3,0,35676,28540.8
901,2,6,us_national,202401,14275,High,12,9,3,0,0,4,4,3,3,0,171300,137040.0
902,2,1,us_national,202401,5562,Mid,5,2,2,0,2,4,4,2,3,0,66744,53395.2
903,3,8,us_national,202401,4537,Mid,7,6,7,1,2,4,3,3,4,0,54444,65332.8
904,3,8,us_national,202401,7642,High,10,0,0,1,2,2,1,3,3,0,91704,110044.8
905,2,4,us_national,202401,17924,High,31,6,14,0,3,1,1,3,3,0,215088,172070.4
909,1,2,us_national,202401,5204,Mid,5,4,0,0,2,4,4,3,3,0,62448,49958.4
910,1,2,us_national,202401,2277,Low,4,3,0,1,4,2,4,4,3,0,27324,21859.2
911,2,3,us_national,202401,2795,Low,1,0,0,1,2,4,1,1,4,1,33540,26832.0
912,2,3,us_national,202401,2532,Low,4,3,0,0,5,4,1,3,3,0,30384,24307.2
913,2,7,us_national,202401,2559,Low,8,7,7,1,0,1,2,3,3,0,30708,36849.6
916,3,8,us_national,202401,4908,Mid,4,2,0,0,3,4,1,3,3,0,58896,70675.2
918,2,3,us_national,202401,2380,Low,1,0,0,1,3,4,4,2,3,1,28560,22848.0
920,2,5,us_national,202401,4765,Mid,1,0,0,0,2,2,1,4,4,0,57180,45744.0
922,3,9,us_national,202401,2044,Low,2,2,0,0,3,3,3,2,3,1,24528,19622.4
923,2,7,us_national,202401,2693,Low,1,0,0,0,3,4,4,2,3,1,32316,38779.2
924,2,1,us_national,202401,6586,High,16,8,4,1,2,4,3,2,3,0,79032,63225.6
925,3,9,us_national,202401,3294,Low,3,2,1,1,3,4,4,2,3,0,39528,31622.4
926,2,5,us_national,202401,4171,Low,3,2,0,1,3,3,2,4,3,1,50052,40041.6
927,2,3,us_national,202401,2778,Low,7,7,1,1,1,4,2,2,3,1,33336,26668.8
930,2,7,us_national,202401,2377,Low,2,2,2,0,2,3,3,3,3,0,28524,34228.8
932,2,3,us_national,202401,2404,Low,2,2,2,1,2,1,4,1,4,1,28848,23078.4
933,2,7,us_national,202401,2318,Low,1,1,0,0,2,3,2,3,3,0,27816,33379.2
934,2,3,us_national,202401,2008,Low,1,0,1,0,3,2,2,3,3,0,24096,19276.8
936,3,8,us_national,202401,6244,Mid,5,4,0,0,6,3,3,3,3,0,74928,89913.6
939,2,7,us_national,202401,2799,Low,3,2,0,1,1,1,3,3,3,0,33588,40305.6
940,2,1,us_national,202401,10552,High,6,0,0,1,3,2,3,3,3,0,126624,101299.2
941,3,9,us_national,202401,2329,Low,7,7,5,0,2,3,2,4,3,0,27948,22358.4
942,2,1,us_national,202401,4014,Low,10,6,0,1,2,4,4,1,4,0,48168,38534.4
944,2,3,us_national,202401,7403,High,26,9,1,0,3,2,1,2,3,0,88836,71068.8
945,2,7,us_national,202401,2259,Low,0,0,0,0,2,3,4,2,3,0,27108,32529.6
947,3,8,us_national,202401,6932,High,9,8,0,0,2,3,4,2,3,0,83184,99820.8
949,2,7,us_national,202401,4678,Mid,6,2,0,0,6,4,2,3,3,0,56136,67363.2
950,2,6,us_national,202401,13582,High,15,12,5,0,3,1,4,3,3,0,162984,130387.2
951,2,3,us_national,202401,2332,Low,3,0,0,0,3,2,3,3,4,0,27984,22387.2
952,3,9,us_national,202401,2413,Low,1,0,0,1,2,2,3,3,3,1,28956,23164.8
954,3,8,us_national,202401,9705,High,1,0,0,0,2,2,1,2,3,0,116460,139752.0
956,3,8,us_national,202401,4294,Low,7,7,0,0,2,1,3,3,3,0,51528,61833.6
957,2,3,us_national,202401,4721,Mid,18,13,2,1,3,1,4,3,3,0,56652,45321.6
958,2,3,us_national,202401,2519,Low,11,8,3,0,6,3,3,3,4,0,30228,24182.4
959,3,9,us_national,202401,2121,Low,1,0,0,1,3,2,4,4,3,1,25452,20361.6
960,2,3,us_national,202401,2973,Low,1,0,0,0,2,1,1,3,3,1,35676,28540.8
961,2,1,us_national,202401,5855,Mid,9,7,8,1,2,4,4,1,3,0,70260,56208.0
964,2,7,us_national,202401,3617,Low,1,1,0,1,2,2,4,3,3,0,43404,52084.8
966,2,5,us_national,202401,6725,High,8,7,6,0,2,1,3,4,3,0,80700,64560.0
967,3,8,us_national,202401,10325,High,16,7,3,1,6,4,3,3,3,1,123900,148680.0
969,2,1,us_national,202401,6949,High,5,0,1,0,3,4,2,3,3,0,83388,66710.4
970,3,8,us_national,202401,10609,High,14,1,11,0,2,3,1,1,3,1,127308,152769.6
972,2,3,us_national,202401,4447,Low,9,7,0,0,5,2,3,2,3,0,53364,42691.2
974,3,9,us_national,202401,2157,Low,3,1,0,0,5,4,3,3,3,0,25884,20707.2
975,3,8,us_national,202401,4601,Mid,5,2,1,0,3,3,3,3,3,0,55212,66254.4
976,2,4,us_national,202401,17099,High,9,8,7,0,2,4,4,2,3,0,205188,164150.4
977,2,7,us_national,202401,2479,Low,1,0,0,0,4,3,4,3,4,1,29748,35697.6
981,3,4,us_national,202401,14852,High,17,13,15,0,3,3,3,4,3,0,178224,142579.2
982,3,8,us_national,202401,7264,High,8,4,7,0,2,3,3,4,3,0,87168,104601.6
983,3,8,us_national,202401,5666,Mid,5,3,1,1,1,4,3,3,3,0,67992,81590.4
984,3,8,us_national,202401,7823,High,10,9,0,0,2,4,4,3,3,0,93876,112651.2
985,3,8,us_national,202401,7880,High,8,7,0,0,3,3,1,3,3,0,94560,113472.0
986,3,8,us_national,202401,13194,High,1,0,0,1,2,2,2,2,3,1,158328,189993.6
987,2,5,us_national,202401,5067,Mid,19,10,2,1,3,3,3,4,3,0,60804,48643.2
990,3,8,us_national,202401,5079,Mid,7,7,0,0,3,4,1,3,3,0,60948,73137.6
991,2,7,us_national,202401,2321,Low,3,2,1,1,0,1,3,3,4,1,27852,33422.4
992,3,4,us_national,202401,17444,High,10,8,6,0,2,3,4,3,3,0,209328,167462.4
994,2,7,us_national,202401,2404,Low,0,0,0,1,5,1,4,3,4,1,28848,34617.6
995,2,7,us_national,202401,3452,Low,3,2,0,0,4,4,2,3,3,0,41424,49708.8
996,2,3,us_national,202401,2270,Low,5,3,0,0,2,4,4,3,3,0,27240,21792.0
997,2,6,us_national,202401,17399,High,5,4,1,0,1,4,4,2,4,0,208788,167030.4
998,2,1,us_national,202401,5488,Mid,6,5,1,1,2,2,3,3,3,0,65856,52684.8
999,2,6,us_national,202401,19419,High,18,16,0,0,2,3,1,4,3,0,233028,186422.4
1001,2,3,us_national,202401,2811,Low,2,2,2,0,2,2,3,3,3,0,33732,26985.6
1002,2,3,us_national,202401,3633,Low,9,8,0,1,2,1,4,3,3,0,43596,34876.8
1003,3,8,us_national,202401,4163,Low,9,0,0,1,0,4,4,3,3,0,49956,59947.2
1004,2,7,us_national,202401,2132,Low,5,2,0,1,2,3,1,3,3,1,25584,30700.8
1005,2,5,us_national,202401,13973,High,12,11,1,1,2,3,4,3,3,0,167676,134140.8
1006,2,7,us_national,202401,2684,Low,2,1,0,0,0,3,3,2,3,0,32208,38649.6
1007,2,5,us_national,202401,10845,High,8,7,0,0,3,3,4,3,3,0,130140,104112.0
1009,2,5,us_national,202401,4377,Low,4,2,3,0,6,3,4,3,3,0,52524,42019.2
1010,2,3,us_national,202401,3743,Low,4,2,0,1,2,2,3,1,4,1,44916,35932.8
1011,2,5,us_national,202401,4148,Low,4,3,0,0,1,1,3,3,3,0,49776,39820.8
1012,2,7,us_national,202401,1051,Low,0,0,0,0,2,4,2,3,3,0,12612,15134.4
1013,2,5,us_national,202401,10739,High,10,7,0,0,2,3,3,3,3,0,128868,103094.4
1014,2,1,us_national,202401,10388,High,16,10,10,1,3,3,3,2,3,0,124656,99724.8
1015,2,6,us_national,202401,11416,High,8,7,1,1,4,1,2,2,3,0,136992,109593.6
1016,2,7,us_national,202401,2600,Low,1,0,0,1,2,1,4,3,3,1,31200,37440.0
1017,2,3,us_national,202401,2422,Low,3,2,1,0,3,2,2,3,3,1,29064,23251.2
1018,2,5,us_national,202401,5472,Mid,8,7,1,0,2,4,4,3,3,0,65664,52531.2
1019,2,3,us_national,202401,2451,Low,4,3,1,0,3,1,2,2,3,0,29412,23529.6
1022,2,1,us_national,202401,4240,Low,2,2,2,0,0,3,1,3,3,0,50880,40704.0
1024,2,1,us_national,202401,10999,High,15,11,4,0,3,3,3,3,3,0,131988,105590.4
1025,2,5,us_national,202401,5003,Mid,2,2,2,0,6,3,4,3,3,0,60036,48028.8
1026,2,5,us_national,202401,12742,High,21,6,11,0,3,4,4,3,3,0,152904,122323.2
1027,2,5,us_national,202401,4227,Low,3,2,2,0,2,4,1,3,3,0,50724,40579.2
1028,2,3,us_national,202401,3917,Low,3,2,1,0,4,4,2,2,4,0,47004,37603.2
1029,3,4,us_national,202401,18303,High,1,0,0,0,3,3,4,4,3,0,219636,175708.8
1030,2,3,us_national,202401,2380,Low,1,0,0,0,5,4,1,3,3,0,28560,22848.0
1032,2,5,us_national,202401,13726,High,5,3,4,1,4,4,3,3,3,0,164712,131769.6
1033,2,1,us_national,202401,4777,Mid,1,0,0,0,2,2,1,1,3,1,57324,45859.2
1034,2,1,us_national,202401,6385,Mid,8,7,6,1,3,2,3,3,3,0,76620,61296.0
1035,2,6,us_national,202401,19973,High,21,16,5,0,3,3,2,3,4,0,239676,191740.8
1036,3,8,us_national,202401,6861,High,1,0,0,1,1,4,2,3,3,0,82332,98798.4
1037,3,8,us_national,202401,4969,Mid,2,2,2,0,6,1,2,3,3,1,59628,71553.6
1038,3,4,us_national,202401,19845,High,32,14,6,0,3,4,1,3,3,1,238140,190512.0
1039,3,8,us_national,202401,13320,High,12,11,11,1,2,4,4,3,3,0,159840,191808.0
1040,3,8,us_national,202401,6347,Mid,18,7,0,0,3,3,4,3,3,0,76164,91396.8
1042,2,3,us_national,202401,2743,Low,17,13,15,0,1,1,3,3,3,1,32916,26332.8
1043,2,5,us_national,202401,10880,High,21,6,2,1,2,1,4,3,3,0,130560,104448.0
1044,3,9,us_national,202401,2342,Low,2,2,2,0,2,4,2,2,3,0,28104,22483.2
1045,3,4,us_national,202401,17650,High,9,3,1,0,4,4,4,4,3,0,211800,169440.0
1046,2,3,us_national,202401,4025,Low,8,7,7,0,2,3,4,3,3,0,48300,38640.0
1047,3,8,us_national,202401,9725,High,15,1,0,0,2,4,2,2,3,0,116700,140040.0
1048,3,4,us_national,202401,11904,High,6,4,0,1,1,4,2,1,3,0,142848,114278.4
1049,1,2,us_national,202401,2177,Low,6,3,0,0,3,2,2,3,3,0,26124,20899.2
1050,3,8,us_national,202401,7525,High,15,7,6,0,2,2,3,3,3,0,90300,108360.0
1052,2,3,us_national,202401,4834,Mid,1,0,0,0,3,3,1,2,3,1,58008,46406.4
1053,2,7,us_national,202401,2042,Low,3,2,1,1,2,1,1,3,3,1,24504,29404.8
1055,3,9,us_national,202401,2220,Low,1,1,0,1,2,3,3,3,3,0,26640,21312.0
1056,3,9,us_national,202401,1052,Low,1,0,0,0,5,2,4,3,4,0,12624,10099.2
1060,2,7,us_national,202401,2821,Low,2,2,2,0,2,3,3,3,3,0,33852,40622.4
1061,2,6,us_national,202401,19237,High,8,1,7,1,2,3,2,2,3,0,230844,184675.2
1062,2,1,us_national,202401,4107,Low,4,3,0,0,3,2,4,2,3,0,49284,39427.2
1066,3,8,us_national,202401,8396,High,7,7,7,0,3,1,3,2,3,0,100752,120902.4
1068,2,7,us_national,202401,2007,Low,5,3,1,0,5,3,1,3,3,0,24084,28900.8
1069,2,6,us_national,202401,19627,High,2,2,2,0,0,4,4,3,3,0,235524,188419.2
1070,3,8,us_national,202401,10686,High,9,4,7,0,4,3,3,3,3,0,128232,153878.4
1071,2,7,us_national,202401,2942,Low,5,4,0,0,4,3,1,3,3,0,35304,42364.8
1073,2,5,us_national,202401,8858,High,14,8,7,0,2,4,4,2,3,0,106296,85036.8
1074,2,4,us_national,202401,16756,High,9,7,6,0,3,1,3,4,3,0,201072,160857.6
1076,3,8,us_national,202401,10798,High,1,0,0,0,5,4,3,3,3,0,129576,155491.2
1077,3,9,us_national,202401,2323,Low,2,2,0,1,3,4,4,3,3,1,27876,22300.8
1079,2,3,us_national,202401,1416,Low,1,0,1,0,6,1,3,2,3,1,16992,13593.6
1080,2,7,us_national,202401,4615,Mid,16,13,1,1,2,1,4,3,4,0,55380,66456.0
1081,2,7,us_national,202401,2461,Low,10,0,2,1,2,3,1,4,3,1,29532,35438.4
1082,2,1,us_national,202401,8722,High,10,7,1,0,2,1,2,2,3,1,104664,83731.2
1083,2,3,us_national,202401,3955,Low,5,3,1,0,2,1,1,3,3,0,47460,37968.0
1084,2,5,us_national,202401,9957,High,6,2,0,0,1,1,3,2,3,0,119484,95587.2
1085,2,7,us_national,202401,3376,Low,10,6,0,0,3,3,2,3,3,0,40512,48614.4
1088,2,1,us_national,202401,8823,High,19,9,1,0,4,3,3,2,3,0,105876,84700.8
1092,2,1,us_national,202401,10322,High,11,10,11,0,6,4,1,3,4,0,123864,99091.2
1094,2,3,us_national,202401,4621,Mid,3,2,1,0,4,3,1,3,3,0,55452,44361.6
1096,2,5,us_national,202401,10976,High,3,2,1,0,4,2,4,3,3,0,131712,105369.6
1097,2,7,us_national,202401,3660,Low,8,7,1,0,4,3,3,4,3,0,43920,52704.0
1098,1,2,us_national,202401,10482,High,20,6,3,0,1,1,2,3,3,1,125784,100627.2
1099,2,1,us_national,202401,7119,High,3,2,1,0,2,4,4,3,3,0,85428,68342.4
1100,3,8,us_national,202401,9582,High,8,7,4,1,2,1,4,3,4,1,114984,137980.8
1101,2,7,us_national,202401,4508,Mid,13,7,3,0,4,3,1,3,4,1,54096,64915.2
1102,2,3,us_national,202401,2207,Low,4,2,2,0,5,3,1,2,3,0,26484,21187.2
1103,2,1,us_national,202401,7756,High,6,2,0,0,1,4,1,2,3,0,93072,74457.6
1105,3,8,us_national,202401,6694,High,1,0,0,1,5,4,4,3,3,0,80328,96393.6
1106,2,3,us_national,202401,3691,Low,7,7,5,1,3,4,4,4,3,1,44292,35433.6
1107,2,3,us_national,202401,2377,Low,1,1,0,0,0,3,1,2,4,1,28524,22819.2
1108,2,7,us_national,202401,2313,Low,2,2,2,1,0,2,1,3,4,1,27756,33307.2
1109,2,4,us_national,202401,17665,High,22,6,13,0,3,1,4,3,3,0,211980,169584.0
1111,2,3,us_national,202401,2596,Low,1,0,0,0,2,2,1,3,3,1,31152,24921.6
1113,3,8,us_national,202401,4728,Mid,0,0,0,1,4,3,4,3,3,1,56736,68083.2
1114,3,8,us_national,202401,4302,Low,3,2,0,0,3,2,4,3,3,0,51624,61948.8
1115,2,7,us_national,202401,2979,Low,0,0,0,0,2,4,3,3,3,0,35748,42897.6
1116,2,4,us_national,202401,16885,High,5,4,2,0,3,4,1,2,4,0,202620,162096.0
1117,3,8,us_national,202401,5593,Mid,15,10,4,0,2,3,2,3,3,0,67116,80539.2
1118,2,1,us_national,202401,10445,High,8,6,4,0,4,2,2,3,3,0,125340,100272.0
1119,3,8,us_national,202401,8740,High,8,7,2,1,2,3,3,3,3,0,104880,125856.0
1120,2,7,us_national,202401,2514,Low,7,5,1,0,1,4,3,3,4,0,30168,36201.6
1121,2,5,us_national,202401,7655,High,9,7,1,0,3,2,4,2,3,0,91860,73488.0
1124,3,4,us_national,202401,17465,High,12,9,4,0,3,3,1,3,3,0,209580,167664.0
1125,3,8,us_national,202401,7351,High,1,0,0,0,2,2,4,3,3,0,88212,105854.4
1126,2,5,us_national,202401,10820,High,8,7,0,0,1,1,3,3,3,0,129840,103872.0
1127,2,1,us_national,202401,12169,High,18,7,11,0,4,4,1,3,3,1,146028,116822.4
1128,2,6,us_national,202401,19626,High,20,7,4,0,2,3,3,4,3,0,235512,188409.6
1131,2,7,us_national,202401,2070,Low,2,2,2,1,6,2,4,4,3,0,24840,29808.0
1132,2,3,us_national,202401,6782,High,5,4,0,0,2,2,3,2,3,0,81384,65107.2
1133,2,5,us_national,202401,7779,High,11,9,0,0,0,4,1,3,4,0,93348,74678.4
1135,3,9,us_national,202401,2791,Low,2,2,2,0,4,4,3,3,3,0,33492,26793.6
1136,2,7,us_national,202401,3201,Low,5,3,0,0,2,2,1,1,3,0,38412,46094.4
1137,3,8,us_national,202401,4968,Mid,5,2,0,0,3,4,4,3,3,0,59616,71539.2
1138,3,8,us_national,202401,13120,High,9,8,2,0,3,2,4,3,3,0,157440,188928.0
1140,2,5,us_national,202401,4033,Low,3,2,0,0,3,3,4,2,3,0,48396,38716.8
1143,2,7,us_national,202401,3291,Low,7,5,1,0,2,2,4,2,3,0,39492,47390.4
1148,2,3,us_national,202401,4272,Low,1,0,0,0,3,4,2,3,3,0,51264,41011.2
1150,2,5,us_national,202401,5056,Mid,10,7,1,1,2,4,2,2,3,0,60672,48537.6
1152,1,2,us_national,202401,2844,Low,7,6,5,0,2,3,3,4,3,0,34128,27302.4
1154,2,7,us_national,202401,2703,Low,3,1,0,1,2,3,3,3,3,0,32436,38923.2
1156,2,3,us_national,202401,1904,Low,0,0,0,0,0,3,3,3,3,1,22848,18278.4
1157,3,8,us_national,202401,8224,High,5,2,0,1,3,1,1,3,3,1,98688,118425.6
1158,2,3,us_national,202401,4766,Mid,1,0,0,1,4,4,2,3,3,0,57192,45753.6
1160,2,3,us_national,202401,2610,Low,2,2,2,0,5,3,3,2,3,1,31320,25056.0
1161,2,1,us_national,202401,5731,Mid,6,2,1,0,2,4,3,3,3,0,68772,55017.6
1162,2,7,us_national,202401,2539,Low,4,2,2,0,0,3,4,3,3,0,30468,36561.6
1163,3,8,us_national,202401,5714,Mid,6,5,1,0,3,3,2,2,4,0,68568,82281.6
1164,1,2,us_national,202401,4323,Low,5,4,1,0,2,3,3,1,3,0,51876,41500.8
1165,3,8,us_national,202401,7336,High,11,8,3,0,3,1,4,1,3,1,88032,105638.4
1166,2,6,us_national,202401,13499,High,18,7,2,0,3,3,2,2,3,0,161988,129590.4
1167,3,8,us_national,202401,13758,High,21,9,13,1,2,1,3,2,3,1,165096,198115.2
1171,3,8,us_national,202401,5155,Mid,6,4,1,0,3,1,2,4,3,0,61860,74232.0
1172,2,3,us_national,202401,2258,Low,8,0,1,0,2,3,4,3,3,0,27096,21676.8
1173,2,3,us_national,202401,3597,Low,4,3,1,0,2,2,4,3,4,0,43164,34531.2
1175,2,3,us_national,202401,2515,Low,1,1,0,1,4,4,3,2,3,1,30180,24144.0
1177,2,3,us_national,202401,4420,Low,8,7,0,0,2,4,1,3,4,0,53040,42432.0
1179,3,8,us_national,202401,6578,High,10,3,1,0,3,3,3,3,3,0,78936,94723.2
1180,2,7,us_national,202401,4422,Low,1,1,0,1,3,4,3,1,3,0,53064,63676.8
1182,2,5,us_national,202401,10274,High,7,7,6,0,2,2,3,4,3,0,123288,98630.4
1184,2,1,us_national,202401,5343,Mid,13,9,4,0,3,1,4,3,4,0,64116,51292.8
1185,2,3,us_national,202401,2376,Low,2,2,2,0,2,4,4,4,3,0,28512,22809.6
1188,3,8,us_national,202401,5346,Mid,4,3,1,0,2,3,1,2,3,1,64152,76982.4
1190,3,9,us_national,202401,2827,Low,1,0,0,0,3,1,3,3,3,0,33924,27139.2
1191,2,4,us_national,202401,19943,High,5,2,4,0,2,1,4,3,3,0,239316,191452.8
1192,2,3,us_national,202401,3131,Low,10,8,0,0,5,4,2,3,3,0,37572,30057.6
1193,2,7,us_national,202401,2552,Low,1,1,0,0,4,1,3,3,4,0,30624,36748.8
1195,2,7,us_national,202401,4477,Low,3,2,0,1,2,3,1,2,3,0,53724,64468.8
1196,2,5,us_national,202401,6474,Mid,14,8,3,0,2,4,4,2,3,0,77688,62150.4
1198,2,3,us_national,202401,3033,Low,2,2,1,0,2,3,1,2,3,0,36396,29116.8
1200,2,7,us_national,202401,2936,Low,6,4,0,1,4,3,3,3,3,1,35232,42278.4
1201,2,4,us_national,202401,18606,High,7,7,4,0,6,3,4,3,3,0,223272,178617.6
1202,2,7,us_national,202401,2168,Low,5,4,1,1,2,4,2,2,3,0,26016,31219.2
1203,2,7,us_national,202401,2853,Low,0,0,0,1,5,4,3,3,3,1,34236,41083.2
1204,3,4,us_national,202401,17048,High,26,15,15,0,2,1,3,3,4,0,204576,163660.8
1206,2,7,us_national,202401,2290,Low,0,0,0,0,3,3,4,3,3,0,27480,32976.0
1207,1,2,us_national,202401,3600,Low,5,4,1,0,2,3,2,3,3,0,43200,34560.0
1210,2,7,us_national,202401,2107,Low,1,0,0,0,2,1,1,1,3,1,25284,30340.8
1211,3,8,us_national,202401,4115,Low,4,3,0,0,3,1,3,3,3,0,49380,59256.0
1212,3,8,us_national,202401,4327,Low,0,0,0,0,2,2,2,3,3,0,51924,62308.8
1215,2,4,us_national,202401,17856,High,2,2,2,0,3,1,4,3,4,0,214272,171417.6
1216,2,3,us_national,202401,3196,Low,6,5,3,0,2,1,4,3,3,0,38352,30681.6
1217,2,6,us_national,202401,19081,High,4,2,0,0,2,2,4,3,3,0,228972,183177.6
1218,3,8,us_national,202401,8966,High,7,7,1,1,2,1,3,3,3,0,107592,129110.4
1219,2,3,us_national,202401,2210,Low,1,0,0,0,3,2,4,1,3,1,26520,21216.0
1220,3,8,us_national,202401,4539,Mid,10,7,0,0,3,3,2,2,3,0,54468,65361.6
1221,2,3,us_national,202401,2741,Low,7,7,1,0,4,3,3,3,3,0,32892,26313.6
1224,2,3,us_national,202401,3491,Low,10,7,8,0,4,3,3,2,3,0,41892,33513.6
1225,2,7,us_national,202401,4541,Mid,20,11,13,0,3,4,4,3,4,0,54492,65390.4
1226,3,9,us_national,202401,2678,Low,2,1,2,0,2,4,3,3,3,0,32136,25708.8
1228,2,5,us_national,202401,7379,High,6,3,1,0,3,4,4,2,3,0,88548,70838.4
1231,1,2,us_national,202401,6272,Mid,4,3,0,0,3,1,4,4,3,0,75264,60211.2
1233,3,8,us_national,202401,5220,Mid,11,7,1,1,3,4,2,3,3,0,62640,75168.0
