employee_id,date_id,attrition_probability,risk_band,main_risk_driver,recommended_action,model_version
893,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
894,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
895,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
896,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
897,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
899,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
900,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
901,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
902,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
903,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
904,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
905,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
909,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
910,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
911,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
912,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
913,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
916,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
918,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
920,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
922,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
923,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
924,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
925,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
926,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
927,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
930,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
932,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
933,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
934,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
936,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
939,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
940,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
941,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
942,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
944,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
945,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
947,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
949,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
950,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
951,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
952,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
954,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
956,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
957,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
958,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
959,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
960,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
961,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
964,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
966,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
967,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
969,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
970,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
972,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
974,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
975,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
976,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
977,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
981,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
982,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
983,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
984,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
985,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
986,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
987,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
990,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
991,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
992,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
994,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
995,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
996,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
997,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
998,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
999,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1001,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1002,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1003,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1004,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1005,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1006,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1007,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1009,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1010,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1011,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1012,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1013,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1014,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1015,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1016,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1017,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1018,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1019,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1022,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1024,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1025,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1026,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1027,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1028,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1029,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1030,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1032,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1033,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1034,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1035,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1036,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1037,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1038,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1039,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1040,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1042,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1043,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1044,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1045,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1046,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1047,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1048,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1049,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1050,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1052,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1053,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1055,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1056,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1060,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1061,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1062,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1066,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1068,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1069,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1070,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1071,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1073,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1074,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1076,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1077,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1079,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1080,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1081,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1082,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1083,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1084,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1085,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1088,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1092,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1094,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1096,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1097,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1098,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1099,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1100,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1101,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1102,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1103,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1105,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1106,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1107,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1108,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1109,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1111,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1113,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1114,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1115,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1116,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1117,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1118,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1119,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1120,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1121,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1124,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1125,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1126,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1127,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1128,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1131,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1132,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1133,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1135,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1136,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1137,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1138,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1140,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1143,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1148,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1150,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1152,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1154,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1156,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1157,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1158,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1160,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1161,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1162,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1163,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1164,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1165,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1166,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1167,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1171,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1172,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1173,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1175,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1177,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1179,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1180,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1182,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1184,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1185,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1188,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1190,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1191,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1192,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1193,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1195,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1196,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1198,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1200,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1201,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1202,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1203,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1204,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1206,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1207,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1210,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1211,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1212,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1215,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1216,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1217,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1218,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1219,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1220,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1221,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1224,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1225,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1226,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1228,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1231,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1233,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1234,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1235,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1237,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1238,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1239,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1240,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1241,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1242,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1243,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1244,202401,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1245,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1246,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1248,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1249,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1250,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1251,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1252,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1254,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1255,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1256,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1257,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1258,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1259,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1260,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1263,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1264,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1265,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1267,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1268,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1269,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1270,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1273,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1275,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1277,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1278,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1279,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1280,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1281,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1282,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1283,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1285,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1286,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1288,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1289,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1291,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1292,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1293,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1294,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1295,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1296,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1297,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1298,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1299,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1301,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1303,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1304,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1306,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1307,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1308,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1309,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1310,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1311,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1312,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1314,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1315,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1317,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1318,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1319,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1321,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1322,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1324,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1329,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1331,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1333,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1334,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1336,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1338,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
